SERIAL	SONG	USER	DATE
4063	747	35	2021-08-25
4064	563	2	2021-08-25
4065	983	45	2021-08-25
4066	980	34	2021-08-25
4067	478	24	2021-08-25
4068	437	31	2021-08-25
4069	808	62	2021-08-25
4070	76	67	2021-08-25
4071	323	31	2021-08-25
4072	340	24	2021-08-25
4073	502	40	2021-08-25
4074	368	30	2021-08-25
4075	502	42	2021-08-25
4076	716	3	2021-08-25
4077	234	67	2021-08-25
4078	780	37	2021-08-25
4079	981	11	2021-08-25
4080	768	45	2021-08-25
4081	694	59	2021-08-25
4082	350	11	2021-08-25
4083	113	1	2021-08-25
4084	388	28	2021-08-25
4085	66	5	2021-08-25
4086	440	17	2021-08-25
4087	938	11	2021-08-25
4088	475	29	2021-08-25
4089	103	54	2021-08-25
4090	533	62	2021-08-25
4091	415	32	2021-08-25
4092	288	18	2021-08-25
4093	372	43	2021-08-25
4094	37	37	2021-08-25
4095	68	11	2021-08-25
4096	530	68	2021-08-25
4097	339	32	2021-08-25
4098	282	29	2021-08-25
4099	187	16	2021-08-25
4100	189	44	2021-08-25
4101	375	35	2021-08-25
4102	123	26	2021-08-25
4103	661	65	2021-08-25
4104	413	24	2021-08-25
4105	185	55	2021-08-25
4106	185	12	2021-08-25
4107	482	3	2021-08-25
4108	81	17	2021-08-25
4109	545	7	2021-08-25
4110	672	63	2021-08-25
4111	10	64	2021-08-25
4112	450	24	2021-08-25
4113	142	58	2021-08-25
4114	301	23	2021-08-25
4115	168	54	2021-08-25
4116	936	11	2021-08-25
4117	503	45	2021-08-25
4118	205	53	2021-08-25
4119	816	38	2021-08-25
4120	722	61	2021-08-25
4121	246	55	2021-08-25
4122	366	9	2021-08-25
4123	595	53	2021-08-25
4124	797	22	2021-08-25
4125	495	35	2021-08-25
4126	702	38	2021-08-25
4127	28	15	2021-08-25
4128	945	47	2021-08-25
4129	741	51	2021-08-25
4130	683	63	2021-08-25
4131	398	68	2021-08-25
4132	815	18	2021-08-25
4133	430	3	2021-08-25
4134	941	19	2021-08-25
4135	554	67	2021-08-25
4136	236	55	2021-08-25
4137	693	26	2021-08-25
4138	159	43	2021-08-25
4139	982	43	2021-08-25
4140	34	32	2021-08-25
4141	488	68	2021-08-25
4142	547	29	2021-08-25
4143	816	36	2021-08-25
4144	859	56	2021-08-25
4145	506	9	2021-08-26
4146	561	29	2021-08-26
4147	121	19	2021-08-26
4148	751	64	2021-08-26
4149	682	51	2021-08-26
4150	579	9	2021-08-26
4151	793	15	2021-08-26
4152	892	26	2021-08-26
4153	29	55	2021-08-26
4154	75	62	2021-08-26
4155	128	17	2021-08-26
4156	652	39	2021-08-26
4157	592	16	2021-08-26
4158	860	6	2021-08-26
4159	414	18	2021-08-26
4160	568	56	2021-08-26
4161	157	14	2021-08-26
4162	279	9	2021-08-26
4163	921	49	2021-08-26
4164	665	22	2021-08-26
4165	155	48	2021-08-26
4166	523	33	2021-08-26
4167	877	35	2021-08-26
4168	856	16	2021-08-26
4169	323	26	2021-08-26
4170	919	61	2021-08-26
4171	34	8	2021-08-26
4172	321	58	2021-08-26
4173	797	14	2021-08-26
4174	884	42	2021-08-26
4175	656	64	2021-08-26
4176	546	50	2021-08-26
4177	767	68	2021-08-26
4178	205	46	2021-08-26
4179	113	57	2021-08-26
4180	571	22	2021-08-26
4181	541	51	2021-08-26
4182	688	1	2021-08-26
4183	631	55	2021-08-26
4184	372	69	2021-08-26
4185	354	63	2021-08-26
4186	675	53	2021-08-26
4187	882	67	2021-08-26
4188	390	51	2021-08-26
4189	896	56	2021-08-26
4190	671	51	2021-08-26
4191	566	35	2021-08-26
4192	980	56	2021-08-26
4193	820	4	2021-08-26
4194	894	56	2021-08-26
4195	383	4	2021-08-26
4196	21	58	2021-08-26
4197	703	33	2021-08-26
4198	691	27	2021-08-26
4199	660	55	2021-08-26
4200	604	8	2021-08-26
4201	732	43	2021-08-26
4202	569	47	2021-08-26
4203	233	1	2021-08-26
4204	483	6	2021-08-26
4205	734	18	2021-08-26
4206	635	37	2021-08-26
4207	82	28	2021-08-26
4208	991	9	2021-08-26
4209	676	3	2021-08-26
4210	767	40	2021-08-26
4211	652	48	2021-08-26
4212	226	65	2021-08-26
4213	526	40	2021-08-26
4214	250	16	2021-08-26
4215	17	69	2021-08-26
4216	479	28	2021-08-26
4217	751	6	2021-08-26
4218	107	50	2021-08-26
4219	8	34	2021-08-26
4220	947	2	2021-08-26
4221	384	40	2021-08-26
4222	225	67	2021-08-26
4223	267	37	2021-08-26
4224	565	38	2021-08-26
4225	266	13	2021-08-26
4226	436	69	2021-08-26
4227	487	35	2021-08-27
4228	3	65	2021-08-27
4229	510	17	2021-08-27
4230	457	70	2021-08-27
4231	868	70	2021-08-27
4232	307	32	2021-08-27
4233	497	67	2021-08-27
4234	822	32	2021-08-27
4235	49	13	2021-08-27
4236	11	47	2021-08-27
4237	779	35	2021-08-27
4238	38	55	2021-08-27
4239	26	12	2021-08-27
4240	38	42	2021-08-27
4241	3	9	2021-08-27
4242	756	52	2021-08-27
4243	694	48	2021-08-27
4244	647	70	2021-08-27
4245	328	8	2021-08-27
4246	359	8	2021-08-27
4247	320	44	2021-08-27
4248	46	49	2021-08-27
4249	606	32	2021-08-27
4250	213	20	2021-08-27
4251	693	9	2021-08-27
4252	827	65	2021-08-27
4253	272	49	2021-08-27
4254	378	33	2021-08-27
4255	411	29	2021-08-27
4256	444	20	2021-08-27
4257	331	13	2021-08-27
4258	431	34	2021-08-27
4259	133	44	2021-08-27
4260	920	51	2021-08-27
4261	893	39	2021-08-27
4262	699	60	2021-08-27
4263	658	64	2021-08-27
4264	145	59	2021-08-27
4265	737	6	2021-08-27
4266	7	17	2021-08-27
4267	948	26	2021-08-27
4268	840	15	2021-08-27
4269	448	55	2021-08-27
4270	796	60	2021-08-27
4271	442	30	2021-08-27
4272	866	8	2021-08-27
4273	589	30	2021-08-27
4274	16	55	2021-08-27
4275	977	17	2021-08-27
4276	633	59	2021-08-27
4277	616	28	2021-08-27
4278	221	60	2021-08-27
4279	856	69	2021-08-27
4280	122	29	2021-08-27
4281	977	61	2021-08-27
4282	481	2	2021-08-27
4283	772	56	2021-08-27
4284	385	56	2021-08-27
4285	304	54	2021-08-27
4286	32	48	2021-08-27
4287	587	64	2021-08-27
4288	764	67	2021-08-27
4289	892	10	2021-08-27
4290	554	3	2021-08-27
4291	5	21	2021-08-27
4292	159	29	2021-08-27
4293	128	48	2021-08-27
4294	751	59	2021-08-27
4295	733	3	2021-08-27
4296	564	2	2021-08-27
4297	817	9	2021-08-27
4298	211	49	2021-08-27
4299	375	8	2021-08-27
4300	55	26	2021-08-27
4301	45	3	2021-08-27
4302	904	22	2021-08-27
4303	994	60	2021-08-27
4304	712	69	2021-08-27
4305	63	34	2021-08-27
4306	312	25	2021-08-27
4307	494	4	2021-08-27
4308	861	52	2021-08-27
4309	247	67	2021-08-27
4310	482	68	2021-08-27
4311	374	17	2021-08-27
4312	912	35	2021-08-27
4313	446	48	2021-08-27
4314	739	21	2021-08-27
4315	708	41	2021-08-27
4316	783	46	2021-08-27
4317	301	37	2021-08-27
4318	587	16	2021-08-27
4319	241	68	2021-08-27
4320	157	4	2021-08-27
4321	43	53	2021-08-27
4322	273	62	2021-08-27
4323	743	70	2021-08-27
4324	805	48	2021-08-27
4325	190	20	2021-08-27
4326	581	48	2021-08-27
4327	367	10	2021-08-27
4328	442	35	2021-08-27
4329	759	9	2021-08-27
4330	562	8	2021-08-28
4331	96	42	2021-08-28
4332	50	37	2021-08-28
4333	302	14	2021-08-28
4334	470	53	2021-08-28
4335	286	43	2021-08-28
4336	265	38	2021-08-28
4337	54	32	2021-08-28
4338	638	20	2021-08-28
4339	596	61	2021-08-28
4340	771	63	2021-08-28
4341	437	59	2021-08-28
4342	532	16	2021-08-28
4343	541	24	2021-08-28
4344	659	5	2021-08-28
4345	244	42	2021-08-28
4346	36	33	2021-08-28
4347	306	12	2021-08-28
4348	176	47	2021-08-28
4349	308	51	2021-08-28
4350	562	48	2021-08-28
4351	838	7	2021-08-28
4352	790	28	2021-08-28
4353	482	5	2021-08-28
4354	828	38	2021-08-28
4355	774	38	2021-08-28
4356	499	37	2021-08-28
4357	316	36	2021-08-28
4358	138	69	2021-08-28
4359	714	7	2021-08-28
4360	784	36	2021-08-28
4361	131	31	2021-08-28
4362	852	41	2021-08-28
4363	984	66	2021-08-28
4364	575	33	2021-08-28
4365	481	51	2021-08-28
4366	910	15	2021-08-28
4367	743	62	2021-08-28
4368	919	67	2021-08-28
4369	428	35	2021-08-28
4370	285	53	2021-08-28
4371	777	4	2021-08-28
4372	320	51	2021-08-28
4373	782	68	2021-08-28
4374	680	14	2021-08-28
4375	25	27	2021-08-28
4376	928	22	2021-08-28
4377	934	1	2021-08-28
4378	727	22	2021-08-28
4379	434	58	2021-08-28
4380	544	8	2021-08-28
4381	740	51	2021-08-28
4382	167	41	2021-08-28
4383	11	34	2021-08-28
4384	599	8	2021-08-28
4385	915	6	2021-08-28
4386	696	62	2021-08-28
4387	909	41	2021-08-28
4388	802	58	2021-08-28
4389	723	39	2021-08-28
4390	677	26	2021-08-28
4391	312	13	2021-08-28
4392	594	67	2021-08-28
4393	444	44	2021-08-28
4394	701	47	2021-08-28
4395	292	18	2021-08-28
4396	670	38	2021-08-28
4397	779	30	2021-08-28
4398	840	62	2021-08-28
4399	256	25	2021-08-28
4400	622	19	2021-08-28
4401	830	60	2021-08-28
4402	257	7	2021-08-28
4403	577	65	2021-08-28
4404	645	7	2021-08-28
4405	173	25	2021-08-28
4406	553	58	2021-08-28
4407	284	17	2021-08-28
4408	459	18	2021-08-28
4409	957	45	2021-08-28
4410	283	64	2021-08-28
4411	64	64	2021-08-28
4412	633	28	2021-08-28
4413	647	70	2021-08-28
4414	308	37	2021-08-28
4415	638	13	2021-08-28
4416	923	62	2021-08-28
4417	123	9	2021-08-28
4418	481	5	2021-08-28
4419	348	2	2021-08-28
4420	58	34	2021-08-28
4421	5	54	2021-08-28
4422	494	56	2021-08-28
4423	403	16	2021-08-28
4424	701	32	2021-08-28
4425	461	27	2021-08-29
4426	755	26	2021-08-29
4427	457	18	2021-08-29
4428	200	40	2021-08-29
4429	45	32	2021-08-29
4430	719	43	2021-08-29
4431	832	6	2021-08-29
4432	62	19	2021-08-29
4433	571	4	2021-08-29
4434	652	48	2021-08-29
4435	838	5	2021-08-29
4436	576	63	2021-08-29
4437	260	43	2021-08-29
4438	571	60	2021-08-29
4439	202	11	2021-08-29
4440	489	38	2021-08-29
4441	996	43	2021-08-29
4442	787	29	2021-08-29
4443	623	70	2021-08-29
4444	265	50	2021-08-29
4445	484	16	2021-08-29
4446	618	12	2021-08-29
4447	477	44	2021-08-29
4448	959	27	2021-08-29
4449	903	26	2021-08-29
4450	352	35	2021-08-29
4451	498	64	2021-08-29
4452	732	24	2021-08-29
4453	159	20	2021-08-29
4454	396	9	2021-08-29
4455	218	16	2021-08-29
4456	237	7	2021-08-29
4457	233	23	2021-08-29
4458	654	56	2021-08-29
4459	8	51	2021-08-29
4460	92	57	2021-08-29
4461	46	4	2021-08-29
4462	39	33	2021-08-29
4463	935	46	2021-08-29
4464	37	35	2021-08-29
4465	636	62	2021-08-29
4466	335	58	2021-08-29
4467	64	70	2021-08-29
4468	850	58	2021-08-29
4469	981	6	2021-08-29
4470	868	60	2021-08-29
4471	106	65	2021-08-29
4472	864	16	2021-08-29
4473	801	16	2021-08-29
4474	713	62	2021-08-29
4475	512	50	2021-08-29
4476	656	66	2021-08-29
4477	715	66	2021-08-29
4478	61	31	2021-08-29
4479	896	66	2021-08-29
4480	491	53	2021-08-29
4481	756	47	2021-08-29
4482	802	67	2021-08-29
4483	572	1	2021-08-29
4484	596	11	2021-08-29
4485	25	19	2021-08-29
4486	450	57	2021-08-29
4487	847	62	2021-08-29
4488	2	42	2021-08-29
4489	712	8	2021-08-29
4490	268	70	2021-08-29
4491	278	62	2021-08-29
4492	988	30	2021-08-29
4493	796	35	2021-08-29
4494	951	60	2021-08-29
4495	815	36	2021-08-29
4496	669	3	2021-08-29
4497	296	48	2021-08-29
4498	967	31	2021-08-29
4499	8	50	2021-08-29
4500	968	27	2021-08-29
4501	43	59	2021-08-29
4502	261	57	2021-08-29
4503	715	41	2021-08-29
4504	848	6	2021-08-29
4505	119	24	2021-08-29
4506	554	16	2021-08-29
4507	382	26	2021-08-29
4508	237	63	2021-08-29
4509	367	12	2021-08-29
4510	796	65	2021-08-29
4511	696	48	2021-08-29
4512	659	51	2021-08-29
4513	650	23	2021-08-29
4514	830	17	2021-08-29
4515	560	43	2021-08-29
4516	19	32	2021-08-29
4517	804	52	2021-08-29
4518	16	39	2021-08-29
4519	257	21	2021-08-29
4520	590	45	2021-08-29
4521	601	32	2021-08-29
4522	786	68	2021-08-30
4523	1000	48	2021-08-30
4524	390	30	2021-08-30
4525	240	48	2021-08-30
4526	193	70	2021-08-30
4527	744	70	2021-08-30
4528	458	55	2021-08-30
4529	12	16	2021-08-30
4530	576	19	2021-08-30
4531	4	37	2021-08-30
4532	334	69	2021-08-30
4533	553	21	2021-08-30
4534	81	70	2021-08-30
4535	981	45	2021-08-30
4536	168	60	2021-08-30
4537	463	54	2021-08-30
4538	921	43	2021-08-30
4539	110	55	2021-08-30
4540	402	24	2021-08-30
4541	50	46	2021-08-30
4542	158	68	2021-08-30
4543	852	27	2021-08-30
4544	951	46	2021-08-30
4545	258	24	2021-08-30
4546	715	55	2021-08-30
4547	20	64	2021-08-30
4548	10	58	2021-08-30
4549	21	29	2021-08-30
4550	737	63	2021-08-30
4551	948	54	2021-08-30
4552	277	62	2021-08-30
4553	799	48	2021-08-30
4554	701	62	2021-08-30
4555	3	42	2021-08-30
4556	16	49	2021-08-30
4557	819	27	2021-08-30
4558	968	47	2021-08-30
4559	122	2	2021-08-30
4560	254	67	2021-08-30
4561	592	55	2021-08-30
4562	1	17	2021-08-30
4563	617	15	2021-08-30
4564	932	7	2021-08-30
4565	779	57	2021-08-30
4566	983	68	2021-08-30
4567	619	51	2021-08-30
4568	71	50	2021-08-30
4569	412	25	2021-08-30
4570	798	4	2021-08-30
4571	133	18	2021-08-30
4572	548	52	2021-08-30
4573	754	47	2021-08-30
4574	233	25	2021-08-30
4575	111	27	2021-08-30
4576	195	14	2021-08-30
4577	332	24	2021-08-30
4578	284	63	2021-08-30
4579	814	41	2021-08-30
4580	455	13	2021-08-30
4581	38	31	2021-08-30
4582	980	40	2021-08-30
4583	773	47	2021-08-30
4584	592	69	2021-08-30
4585	386	39	2021-08-30
4586	632	4	2021-08-30
4587	395	49	2021-08-30
4588	449	21	2021-08-30
4589	880	8	2021-08-30
4590	490	68	2021-08-30
4591	485	36	2021-08-30
4592	930	51	2021-08-30
4593	102	36	2021-08-30
4594	568	1	2021-08-30
4595	184	43	2021-08-30
4596	943	32	2021-08-30
4597	796	12	2021-08-30
4598	718	30	2021-08-30
4599	551	28	2021-08-30
4600	946	65	2021-08-30
4601	589	48	2021-08-30
4602	676	63	2021-08-30
4603	105	34	2021-08-30
4604	836	30	2021-08-30
4605	475	40	2021-08-30
4606	244	22	2021-08-30
4607	81	39	2021-08-30
4608	437	1	2021-08-30
4609	3	25	2021-08-30
4610	833	15	2021-08-30
4611	774	24	2021-08-30
4612	10	32	2021-08-30
4613	137	42	2021-08-30
4614	273	70	2021-08-30
4615	245	56	2021-08-30
4616	445	55	2021-08-30
4617	45	15	2021-08-30
4618	170	38	2021-08-30
4619	880	21	2021-08-30
4620	215	9	2021-08-30
4621	401	18	2021-08-30
4622	72	41	2021-08-30
4623	489	27	2021-09-01
4624	58	55	2021-09-01
4625	546	23	2021-09-01
4626	178	50	2021-09-01
4627	995	15	2021-09-01
4628	928	20	2021-09-01
4629	176	20	2021-09-01
4630	10	2	2021-09-01
4631	790	47	2021-09-01
4632	963	54	2021-09-01
4633	548	18	2021-09-01
4634	837	6	2021-09-01
4635	676	8	2021-09-01
4636	303	56	2021-09-01
4637	119	20	2021-09-01
4638	588	13	2021-09-01
4639	827	16	2021-09-01
4640	2	57	2021-09-01
4641	399	33	2021-09-01
4642	475	42	2021-09-01
4643	13	42	2021-09-01
4644	422	24	2021-09-01
4645	410	16	2021-09-01
4646	880	25	2021-09-01
4647	243	25	2021-09-01
4648	935	24	2021-09-01
4649	783	56	2021-09-01
4650	287	69	2021-09-01
4651	248	58	2021-09-01
4652	982	44	2021-09-01
4653	753	39	2021-09-01
4654	908	45	2021-09-01
4655	829	52	2021-09-01
4656	828	61	2021-09-01
4657	741	56	2021-09-01
4658	761	24	2021-09-01
4659	737	70	2021-09-01
4660	288	45	2021-09-01
4661	570	33	2021-09-01
4662	779	43	2021-09-01
4663	132	19	2021-09-01
4664	526	9	2021-09-01
4665	335	35	2021-09-01
4666	312	50	2021-09-01
4667	35	18	2021-09-01
4668	423	46	2021-09-01
4669	339	64	2021-09-01
4670	400	11	2021-09-01
4671	590	54	2021-09-01
4672	73	64	2021-09-01
4673	582	66	2021-09-01
4674	8	67	2021-09-01
4675	318	28	2021-09-01
4676	729	30	2021-09-01
4677	388	4	2021-09-01
4678	449	46	2021-09-01
4679	108	49	2021-09-01
4680	793	23	2021-09-01
4681	204	36	2021-09-01
4682	526	23	2021-09-01
4683	845	3	2021-09-01
4684	81	65	2021-09-01
4685	758	48	2021-09-01
4686	841	54	2021-09-01
4687	775	18	2021-09-01
4688	298	39	2021-09-01
4689	837	8	2021-09-01
4690	790	1	2021-09-01
4691	956	28	2021-09-01
4692	568	22	2021-09-01
4693	111	20	2021-09-01
4694	898	10	2021-09-01
4695	962	43	2021-09-01
4696	367	44	2021-09-01
4697	529	14	2021-09-01
4698	581	29	2021-09-01
4699	360	38	2021-09-01
4700	999	27	2021-09-01
4701	353	46	2021-09-01
4702	629	66	2021-09-01
4703	730	66	2021-09-01
4704	888	45	2021-09-01
4705	343	46	2021-09-01
4706	451	32	2021-09-01
4707	156	62	2021-09-01
4708	850	25	2021-09-01
4709	480	26	2021-09-01
4710	800	32	2021-09-01
4711	97	48	2021-09-01
4712	449	33	2021-09-01
4713	789	33	2021-09-01
4714	967	35	2021-09-01
4715	3	26	2021-09-01
4716	475	13	2021-09-01
4717	811	20	2021-09-02
4718	919	44	2021-09-02
4719	371	9	2021-09-02
4720	840	64	2021-09-02
4721	779	18	2021-09-02
4722	790	23	2021-09-02
4723	311	11	2021-09-02
4724	308	68	2021-09-02
4725	441	26	2021-09-02
4726	765	17	2021-09-02
4727	403	65	2021-09-02
4728	402	46	2021-09-02
4729	18	42	2021-09-02
4730	714	32	2021-09-02
4731	278	4	2021-09-02
4732	590	56	2021-09-02
4733	792	55	2021-09-02
4734	484	70	2021-09-02
4735	43	36	2021-09-02
4736	431	39	2021-09-02
4737	203	4	2021-09-02
4738	384	35	2021-09-02
4739	943	37	2021-09-02
4740	914	58	2021-09-02
4741	721	16	2021-09-02
4742	207	43	2021-09-02
4743	472	58	2021-09-02
4744	904	43	2021-09-02
4745	284	44	2021-09-02
4746	693	5	2021-09-02
4747	924	17	2021-09-02
4748	532	57	2021-09-02
4749	154	3	2021-09-02
4750	262	22	2021-09-02
4751	877	60	2021-09-02
4752	832	1	2021-09-02
4753	515	63	2021-09-02
4754	705	4	2021-09-02
4755	728	59	2021-09-02
4756	681	53	2021-09-02
4757	889	2	2021-09-02
4758	39	56	2021-09-02
4759	751	6	2021-09-02
4760	148	20	2021-09-02
4761	147	61	2021-09-02
4762	608	61	2021-09-02
4763	26	6	2021-09-02
4764	381	9	2021-09-02
4765	736	63	2021-09-02
4766	44	44	2021-09-02
4767	597	59	2021-09-02
4768	775	1	2021-09-02
4769	947	20	2021-09-02
4770	112	40	2021-09-02
4771	498	61	2021-09-02
4772	34	25	2021-09-02
4773	995	38	2021-09-02
4774	639	36	2021-09-02
4775	114	10	2021-09-02
4776	263	46	2021-09-02
4777	740	4	2021-09-02
4778	807	27	2021-09-02
4779	82	23	2021-09-02
4780	566	33	2021-09-02
4781	664	69	2021-09-02
4782	173	46	2021-09-02
4783	41	3	2021-09-02
4784	832	32	2021-09-02
4785	488	70	2021-09-02
4786	684	65	2021-09-02
4787	395	54	2021-09-02
4788	35	35	2021-09-02
4789	44	45	2021-09-02
4790	878	7	2021-09-02
4791	957	43	2021-09-02
4792	885	41	2021-09-02
4793	46	13	2021-09-02
4794	804	1	2021-09-02
4795	644	34	2021-09-02
4796	809	7	2021-09-02
4797	475	56	2021-09-02
4798	834	49	2021-09-02
4799	454	20	2021-09-02
4800	330	4	2021-09-02
4801	876	61	2021-09-02
4802	720	61	2021-09-02
4803	232	54	2021-09-02
4804	163	13	2021-09-02
4805	763	37	2021-09-02
4806	421	31	2021-09-02
4807	844	45	2021-09-02
4808	218	26	2021-09-03
4809	658	10	2021-09-03
4810	992	38	2021-09-03
4811	264	68	2021-09-03
4812	964	36	2021-09-03
4813	251	27	2021-09-03
4814	697	53	2021-09-03
4815	892	51	2021-09-03
4816	848	9	2021-09-03
4817	964	24	2021-09-03
4818	492	17	2021-09-03
4819	629	56	2021-09-03
4820	659	29	2021-09-03
4821	50	17	2021-09-03
4822	375	63	2021-09-03
4823	999	68	2021-09-03
4824	6	67	2021-09-03
4825	15	67	2021-09-03
4826	585	67	2021-09-03
4827	519	20	2021-09-03
4828	226	65	2021-09-03
4829	504	30	2021-09-03
4830	310	17	2021-09-03
4831	894	12	2021-09-03
4832	488	13	2021-09-03
4833	623	32	2021-09-03
4834	778	62	2021-09-03
4835	317	43	2021-09-03
4836	621	12	2021-09-03
4837	17	53	2021-09-03
4838	325	25	2021-09-03
4839	769	16	2021-09-03
4840	722	8	2021-09-03
4841	509	5	2021-09-03
4842	159	68	2021-09-03
4843	748	12	2021-09-03
4844	733	32	2021-09-03
4845	5	8	2021-09-03
4846	429	13	2021-09-03
4847	193	66	2021-09-03
4848	280	8	2021-09-03
4849	75	63	2021-09-03
4850	476	36	2021-09-03
4851	452	45	2021-09-03
4852	686	7	2021-09-03
4853	842	57	2021-09-03
4854	477	20	2021-09-03
4855	923	13	2021-09-03
4856	327	62	2021-09-03
4857	657	47	2021-09-03
4858	523	7	2021-09-03
4859	450	23	2021-09-03
4860	647	42	2021-09-03
4861	762	36	2021-09-03
4862	362	59	2021-09-03
4863	599	35	2021-09-03
4864	97	30	2021-09-03
4865	412	32	2021-09-03
4866	20	32	2021-09-03
4867	267	15	2021-09-03
4868	691	56	2021-09-03
4869	357	51	2021-09-03
4870	602	26	2021-09-03
4871	846	64	2021-09-03
4872	732	11	2021-09-03
4873	47	44	2021-09-03
4874	768	37	2021-09-03
4875	748	64	2021-09-03
4876	456	39	2021-09-03
4877	822	39	2021-09-03
4878	126	67	2021-09-03
4879	771	12	2021-09-03
4880	264	18	2021-09-03
4881	258	53	2021-09-03
4882	404	25	2021-09-03
4883	908	41	2021-09-03
4884	43	51	2021-09-03
4885	31	16	2021-09-03
4886	991	70	2021-09-03
4887	580	63	2021-09-03
4888	794	41	2021-09-03
4889	101	51	2021-09-03
4890	722	59	2021-09-03
4891	411	68	2021-09-03
4892	158	14	2021-09-03
4893	973	12	2021-09-03
4894	770	62	2021-09-04
4895	603	28	2021-09-04
4896	661	3	2021-09-04
4897	189	33	2021-09-04
4898	493	32	2021-09-04
4899	182	54	2021-09-04
4900	159	54	2021-09-04
4901	420	40	2021-09-04
4902	106	34	2021-09-04
4903	981	27	2021-09-04
4904	324	53	2021-09-04
4905	238	47	2021-09-04
4906	363	10	2021-09-04
4907	961	12	2021-09-04
4908	707	57	2021-09-04
4909	780	2	2021-09-04
4910	901	40	2021-09-04
4911	828	63	2021-09-04
4912	405	51	2021-09-04
4913	441	6	2021-09-04
4914	140	44	2021-09-04
4915	170	43	2021-09-04
4916	574	11	2021-09-04
4917	830	7	2021-09-04
4918	117	18	2021-09-04
4919	548	37	2021-09-04
4920	5	40	2021-09-04
4921	151	44	2021-09-04
4922	879	12	2021-09-04
4923	548	10	2021-09-04
4924	634	14	2021-09-04
4925	120	65	2021-09-04
4926	756	22	2021-09-04
4927	39	14	2021-09-04
4928	883	6	2021-09-04
4929	898	18	2021-09-04
4930	439	69	2021-09-04
4931	311	12	2021-09-04
4932	159	16	2021-09-04
4933	556	28	2021-09-04
4934	473	37	2021-09-04
4935	386	56	2021-09-04
4936	347	44	2021-09-04
4937	61	46	2021-09-04
4938	706	7	2021-09-04
4939	736	62	2021-09-04
4940	308	12	2021-09-04
4941	329	43	2021-09-04
4942	36	66	2021-09-04
4943	343	37	2021-09-04
4944	233	11	2021-09-04
4945	819	43	2021-09-04
4946	92	43	2021-09-04
4947	685	68	2021-09-04
4948	122	27	2021-09-04
4949	14	70	2021-09-04
4950	566	24	2021-09-04
4951	111	48	2021-09-04
4952	713	29	2021-09-04
4953	756	15	2021-09-04
4954	699	35	2021-09-04
4955	991	65	2021-09-04
4956	893	20	2021-09-04
4957	828	52	2021-09-04
4958	22	51	2021-09-04
4959	454	20	2021-09-04
4960	496	60	2021-09-04
4961	305	44	2021-09-04
4962	286	36	2021-09-04
4963	978	52	2021-09-04
4964	35	67	2021-09-04
4965	623	31	2021-09-04
4966	533	4	2021-09-04
4967	533	34	2021-09-04
4968	910	69	2021-09-04
4969	563	43	2021-09-04
4970	85	4	2021-09-04
4971	267	8	2021-09-04
4972	177	68	2021-09-04
4973	450	18	2021-09-04
4974	873	30	2021-09-04
4975	415	66	2021-09-04
4976	695	4	2021-09-04
4977	384	10	2021-09-04
4978	170	20	2021-09-04
4979	860	55	2021-09-05
4980	678	36	2021-09-05
4981	923	15	2021-09-05
4982	351	54	2021-09-05
4983	809	11	2021-09-05
4984	623	31	2021-09-05
4985	117	18	2021-09-05
4986	167	26	2021-09-05
4987	176	41	2021-09-05
4988	28	45	2021-09-05
4989	403	67	2021-09-05
4990	830	8	2021-09-05
4991	348	26	2021-09-05
4992	612	34	2021-09-05
4993	493	50	2021-09-05
4994	313	5	2021-09-05
4995	480	49	2021-09-05
4996	693	40	2021-09-05
4997	64	63	2021-09-05
4998	144	65	2021-09-05
4999	631	14	2021-09-05
5000	508	33	2021-09-05
5001	423	67	2021-09-05
5002	511	24	2021-09-05
5003	614	13	2021-09-05
5004	23	45	2021-09-05
5005	698	12	2021-09-05
5006	785	28	2021-09-05
5007	57	42	2021-09-05
5008	910	28	2021-09-05
5009	443	30	2021-09-05
5010	718	33	2021-09-05
5011	370	70	2021-09-05
5012	357	70	2021-09-05
5013	451	7	2021-09-05
5014	929	24	2021-09-05
5015	94	69	2021-09-05
5016	456	34	2021-09-05
5017	181	5	2021-09-05
5018	142	19	2021-09-05
5019	739	49	2021-09-05
5020	410	19	2021-09-05
5021	860	36	2021-09-05
5022	829	52	2021-09-05
5023	160	2	2021-09-05
5024	292	57	2021-09-05
5025	530	36	2021-09-05
5026	190	56	2021-09-05
5027	224	30	2021-09-05
5028	378	29	2021-09-05
5029	463	5	2021-09-05
5030	153	3	2021-09-05
5031	530	70	2021-09-05
5032	229	60	2021-09-05
5033	155	68	2021-09-05
5034	576	47	2021-09-05
5035	488	7	2021-09-05
5036	155	23	2021-09-05
5037	155	58	2021-09-05
5038	673	61	2021-09-05
5039	8	23	2021-09-05
5040	639	27	2021-09-05
5041	949	27	2021-09-05
5042	286	53	2021-09-05
5043	653	56	2021-09-05
5044	62	37	2021-09-05
5045	16	65	2021-09-05
5046	404	50	2021-09-05
5047	679	41	2021-09-05
5048	356	32	2021-09-05
5049	709	70	2021-09-05
5050	310	61	2021-09-05
5051	184	64	2021-09-05
5052	413	63	2021-09-05
5053	558	26	2021-09-05
5054	484	53	2021-09-05
5055	519	16	2021-09-05
5056	846	3	2021-09-05
5057	965	17	2021-09-05
5058	38	46	2021-09-05
5059	220	4	2021-09-05
5060	386	28	2021-09-05
